LAPSYD	PHOIBLE_REF	PHOIBLE_KEY
Morales Quant, Ruby, Marcos Padilla Brown, Yuri Zapata Webb. 2007. La ortografía acentual en la lengue Miskitu: enriquecimiento de la educación intercultural bilingüe. Ciencia e Interculturidad 1: 28-44.		
Morarie, Maxine Evon. 2011. Diccionario Ayoré – Español (Introductory section). On-line at https://ayore.org/wp-content/uploads/2018/10/ayore-dictionary.pdf		
Morarie, Maxine. 2006. Ayoré Pedagogical Grammar. Available at https://ayore.org/wp-content/uploads/2018/10/English-Ayore-Grammar.pdf		
Morev, L.N. 1978. Jazyk Ly. Nauka, Moscow.		
Morgan, Daniel Ray. 1996. Overview of grammatical structures of Ndut: a Cangin language of Senegal. M.A. thesis. University of Texas at Arlington. Available at http://www.sil.org/acpub/repository/NDV-overview_of_grammatical_structures_of_Ndut_En-1996.pdf		
Morgan, Lawrence Richard. 1991. A Description of the Kutenai Language. Ph. D. dissertation, University of California, Berkeley.		
Morphy, Frances. 1983. Djapu, a Yolngu dialect. In R.M.W. Dixon and B.J. Blake (eds.), Handbook of Australian Languages, Vol. 3: 1-188. John Benjamins, Amsterdam.	Morphy, Frances. 1983. {Djapu, a Yolngu Dialect}. Handbook of Australian Languages 3. Amsterdam. John Benjamins. 1--188	Morphy1983
Morris, Cliff. 1984. Tetun-English Dictionary. Pacific Linguistics Series C, no. 83. Australian National University, Canberra.	Morris, Cliff. 1984. {Tetun - English Dictionary}. Canberra. Australian National University. 83	Morris1984
Morse, Nancy L. and Michael B. Maxwell. 1999. Cubeo Grammar (Studies in the Languages of Colombia 5). Summer Institute of Linguistics and University of Texas at Arlington. Spanish translation by Bernado Montes (1999) available at http://www.sil.org/americas/colombia/pubs/40338.pdf		
Mortensen, David. 2004. Preliminaries to Mong Leng (Hmong Njua) Phonology. Ms. Available on-line at http://www.pitt.edu/%7Edrm31/mong_leng_phonology.pdf	Mortensen, David. 2004. Preliminaries to Mong Leng (Hmong Njua) Phonology	mortensen2004preliminaries
Moser, Edward W. and Mary B. Moser. 1965. Consonant vowel balance in Seri (Kokan) syllables. Linguistics 16: 50-67.		
Moser, Mary B & Stephen A. Marlett. 2005. Concáac quih Yaza quih Hant Ihíip hac / Seri-Spanish-English Dictionary. Universidad de Sonora, Hermosilla.		
Moshinsky, Julius. 1974. A Grammar of Southeastern Pomo. University of California Press, Berkeley and Los Angeles. Published version of Ph D. Thesis, University of California, Berkeley (1970), available at https://cloudfront.escholarship.org/dist/prd/content/qt3dr494jr/qt3dr494jr.pdf?t=nmlzre		
Moulton, W.G. 1962. The Sounds of English and German. University of Chicago Press, Chicago.	Moulton, William G.. 1962. {The Sounds of English and German}. Chicago. University of Chicago Press	Moulton1962
Mourigh, Khalid. 2015. A Grammar of Ghomara Berber.Ph. D. dissertation. Leiden University. Avaialble at https://openaccess.leidenuniv.nl/bitstream/handle/1887/31685/FinalVersionProefschriftKhalidMDrukken.pdf?sequence=4		
Mourigh, Khalid. 2016. A Grammar of Ghomara Berber (North-West Morocco). Berber Studies, Volume 45. Rüder10ger Köppe Verlag, Köln. (Published version of Mourigh 2015).		
Moyse-Faure, Claire. 1983. Le Drehu, langue de Lifou. SELAF, Paris.		
Mulder, J.G. 1988. Ergativity in Coast Tsimshian (Sm'algyax). PhD Dissertation, UCLA.	Mulder, Jean Gail. 1988. {Ergativity in Coast Tsimshian (Sm'algyax)}. University of California at Los Angeles	Mulder1988
Munro, Pamela & Maurice Lopez. 2012 Adímureha Waman Garífuna ~ Let’s Speak Garífuna. UCLA Academic Publishing, Los Angeles. (not seen)		
Munthuli, A., C. Tantibundhit, C. Onsuwan, K. Kosawat, & C. Wutiwiwatchai. 2015. Frequency of occurrence of phonemes and syllables in Thai: Analysis of spoken and written corpora. 18th International Congress of the Phonetic Sciences, Glasgow. https://www.internationalphoneticassociation.org/icphs-proceedings/ICPhS2015/Papers/ICPHS1013.pdf		
Murane, Elizabeth. 1974. Daga Grammar: From Morpheme to Discourse. Summer Institute of Linguistics, Norman.		
Murane, John, and Elizabeth Murane. 1972. Vocalic syllability in Daga. Phonetica 25: 19-26.		
Musa, Abuzeinab, Charlotte Wedekind and Klaus Wedekind. 2007. A Learner's Grammar of Beja (East Sudan) (Afrikawissenschaftliche Lehrbücher 17). Rüdiger Köppe Verlag, Köln.		
Mushin, Ilana. 2012. A grammar of (Western) Garrwa (Pacific Linguistics 637). Walter de Gruyter, Berlin.	Mushin, Ilana. 2012. A grammar of (Western) Garrwa. Berlin, Boston. Berlin: De Gruyter Mouton. 637. xv+476	314518
Müller-Gotama, Franz. 2001. Sundanese. Lincom Europa. München.		
N'Diaye, Geneviève. 1970. Structure du Dialects Basque de Maya. Mouton, The Hague.	N'diaye, Genevi{\'{e}}ve. 1970. {Structure du dial{\'{e}}cte basque de maya}. The Hague. Mouton	Ndiaye1970
Nabanan, P. W. J. 1981. A grammar of Toba-Batak. (Pacific Linguistics. Series D 37. Materials in languages of Indonesia 6) Research School of Pacific Studies, Australian National University, Canberra. [Revision of 1958 University of Texas M.A. thesis and 1966 Cornell dissertation]		
Najlis, Elena L. 1973. Lengua Selknam. Instituto de Filologia y Linguistica, Universidad del Salvador, Buenos Aires.		
Najlis, Elena. 1966. Lengua Abipona, Tomo 1. Buenos Aires: Centro de Estudios, Universidad de Buenos Aires. (based on late 18th-century materials by Martín Dobrizhoffer and Joseph Brigniel)		
Nakano, Aki'o & Yoichi Tsuge (1982). A Vocabulary of Beni Amer Dialect of Tigre. Tokyo: Institute for the Study of Languages and Cultures of Asia and Africa. (not seen)		
Nakano, Aki'o. 2013. Hobyot (Oman) Vocabulary: with Example Texts (edited and Introduction by Robert Ratcliffe. Research Institute for Languages and Cultures of Asia and Africa, Tokyo University of Foreign Studies, Tokyo. Available at http://repository.tufs.ac.jp/bitstream/10108/75502/1/AALS_B129.pdf		
Namann, Christfried. 2012. Acoustically Based Phonemics of Siwi (Berber), Berber Studies 36. Rüdiger Köppe, Köln. (has frequency data from wordlist in Appendix 16)		
Namkung, Ju (editor). 1996. Phonological Inventories of Tibeto-Burman Languages (STEDT Monograph Series 3). Sino-Tibetan Etymological Dictionary and Thesaurus Project. Center for Southeast Asia Studies, University of California, Berkeley.	Namkung, Ju. 1996. Phonological Inventories of Tibeto-Burman Languages. Berkeley. Center for Southeast Asia Studies. 3. xxvii+507	69191
Narang, Vaishna, Deepshika Misra & Madri Kakoti. 2013. Acoustic space in Kashmiri vowels. Interdisciplinary Journal of Linguistics 6: 1-14.		
Nater, H. F. 1979. Bella Coola phonology. Lingua 49: 169-187.		
Nater, H. F. 1984. The Bella Coola Language (National Museum of Man Mercury Series, Canadian Ethnology Service Paper No. 92). National Museums of Canada, Ottawa. (has some frequency data from inventory of 1800 morphemes)		
Nater, H. F. 1990. A Concise Nuxalk-English Dictionary (Canadian Ethnology Service Mercury Series Paper No. 92). Canadian Museum of Civilization, Hull QC.		
Navarro Tomás, Tomás. 1961. Manual de Pronunciacion Espanola, 10th ed. Consejo Superior de Investigaciones Cientificas, Madrid.	Navarro, Tom{\'{a}}s T.. 1961. {Manual de Pronunciacion Espanola, Consejo Superior de Investigaciones Cientificas}. Madrid. Publicaciones de la Revista de Filologia Espanola III	Navarro1961
Nedjalkov, Igor. 1997. Evenki. Routledge, London and New York.		
Neukom, Lukas. 2001. Santali. Lincom Europa, München.		
Nevin, Bruce E. 1976. Transformational analysis of some “grammatical morphemes” in Yana. In Margaret Langdon and Shirley Silver (eds) Hokan studies: Papers from the first conference on Hokan languages held in San Diego, California, April 23–25, 1970. Mouton, The Hague: 237–250.		
Nevin, Bruce E. 1998. Aspects of Pit River Phonology. Ph. D. Dissertation, University of Pennsylvania, Philadelphia.		
Newman, John & Robert G. Petterson. 1990. The Tones of Kairi. Oceanic Linguistics 29: 49-76		
Newman, Paul. 1964. A word list of Tera. Journal of West African Languages 1: 33-50.		
Newman, Paul. 1970. A Grammar of Tera. University of California Press, Berkeley and Los Angeles.	Newman, Paul. 1970. {A Grammar of Tera}. Berkeley. University of California Press. 57	Newman1970
Newman, Paul. 1974. The Kanakuru Language. Institute of Modern English Language Studies, University of Leeds, in association with the West African Linguistic Society, Leeds.		
Newman, Paul. 1986. Contour tones as phonemic primes in Grebo. In Koen Bogers, Harry van der Hulst & Maarten Mous (eds), The Phonological Representation of Suprasegmentals. Foris, Dordrecht: 174-195.		
Newman, Paul. 2000. The Hausa Language: An Encyclopedic Reference Grammar. Yale University Press, New Haven and London.		
Newman, S. 1947. Bella Coola I: Phonology. International Journal of American Linguistics 13/3: 129-134.	Newman, S.. 1947. {Bella Coola I: Phonology}. 13. 129--134	Newman1947
Newman, S. 1950. Review of Boas' Kwakiutl Grammar. International Journal of American Linguistics 16/2: 99-101.	Newman, Stanley. 1950. {Review of Boas' Kwakiutl Grammar}. 16. 99--101	Newman1950
Newman, S. 1971. Bella Coola Reduplication. International Jornal of American Linguistics 37: 34-38.		
Newman, Stanley. 1944. Yokuts Language of California. Viking Fund Publications in Anthropology 2. Viking Fund, New York.		
Newman, Stanley. 1958. Zuni Dictionary. International Journal of American Linguistics 24/1 Part 2 (Indiana University Research Center in Anthropology, Folklore and Linguistics, publication 6).		
Newman, Stanley. 1965. Zuni Grammar. University of New Mexico Press, Albuquerque.	Newman, Stanley. 1965. {Zuni Grammar}. Albuquerque. University of New Mexico Press	Newman1965
Newmark, L. 1957. Structural Grammar of Albanian (IJAL 23/4 Part II, Indiana University Research Center in Anthropology, Folklore and Linguistics, Publication 4). Indiana University, Bloomington.	Newmark, Leonard. 1957. {Structural Grammar of Albanian}. Bloomington. Indiana University. 23	Newmark1957
Ngom, Fallou. 2003. Wolof. Lincom Europa, München.		
Nguyen Van Loi and Jerold A. Edmondson. 1998. Tones and voice quality in modern northern Vietnamese: Instrumental case studies. Mon-Khmer Studies 28: 1-18.		
Nguyen, Dinh-Hoa. 1990. Vietnamese. In B. Comrie, ed. The World's Major Languages. Oxford University Press, Oxford: 777-796.		
Nichols, Johanna. 1994. Ingush. In Rieks Smeets, ed., The Indigenous Languages of the Caucasus, Vol. 4: 79-145. Caravan Books, Delmar, New York.		
Nichols, Johanna. 2011). Ingush Grammar. The University of California Press, Berkeley & Los Angeles. (not seen)	Nichols, Johanna. 2011. Ingush Grammar. University of California Press. 830	305982
Nichols, L. 1997. Topics in Zuni Syntax. Ph. D. dissertation. Harvard University.		
Nicolaï, Robert and Petr Zima. 1997. Songhay. Lincom Europa, München and Newcastle.		
Nihalani, Paroo. 1999. Sindhi. In Handbook of the International Phonetic Association. Cambridge University Press, Cambridge: 131-134.		
Nikolaeva, Irina. 1999. Ostyak. Lincom Europa. München.		
Nishida, Tatsuo. 1973. A preliminary study of the Bisu language — a language of Northern Thailand recently discovered by us. Pacific Linguistics: Series A 30: 55-82. Available at http://sealang.net/sala/archives/pdf8/hishida1973preliminary.pdf		
Nnomo, T.A. and L. E. Mbezele. 1982. Elements de Grammaire Ewondo. College Liberman, Douala.	Nnomo, T. A.; Mbezele, L. E.. 1982. {Elements de Grammaire Ewondo}. Donala. Coll{\`{e}}ge Liberman	NnomoMbezele1982
Nonato, Rafael Bezerra. 2008. Ainore Boe egore: Um estudo descritivo da língua bororo e conseqüências para a teoria de caso e concordância. Master’s thesis, Universadide Estadual de Campinas, São Paulo, Brazil. Available at http://ling.auf.net/lingbuzz/001909.	"Nonato, Rafael Bezerra. 2008. Ainore Boe egore: um estudo descritivo da l{\'\i}ngua bororo e conseq{\""u}{\^e}ncias para a teoria de caso e concord{\^a}ncia. Universidade Estadual de Campinas"	1955_Nonato2008
Nonato, Rafael Bezerra. 2015. Phonology Squib: Bororo stop voicing. http://rafaeln.github.io/papers/nonXXbororostopvoicing.pdf		
Nordlinger, Rachel. 1998. A Grammar of Wambaya, Northern Territory (Australia). Pacific Linguistics, Series C, No. 140.	Nordlinger, Rachel. 1998. A Grammar of Wambaya, Northern Territory (Australia). Canberra. Research School of Pacific and Asian Studies, Australian National University. 140. xvi+320	96315
Norquest, Peter K. 2007. The phonological reconstruction of Proto-Hlai. Ph D. dissertation, University of Arizona.		
Norton, Russell. 2012. Number in Ama verbs. Occasional Papers in the Study of Sudanese Languages 10: 75-93		
Norton, Russell. 2013. The Acheron vowel system: a participatory approach. In Thilo C. Schadeberg & Roger M. Blench, eds, Nuba Mountain Language Studies. Rüdiger Köppe, Köln: 195-217.		
Norwood, Susan. 1988. El Sumu. Wani, Revista del Caribe Nicaragense: 6: 41-48.		
Norwood, Susan. 1997. Gramática de la Lengua Sumu. Centro de Investigaciones y Documentation de la Costa Atlantica (CIDCA), Universidad de Costa Rica, Managua.		
Noske, Roland G. 1992. A Theory of Syllabification and Segmental Alternation, with studies on the phonology of French, German, Tonkawa and Yawelmani. Doctoral dissertation, Katholieke Universiteit Brabant, Tilberg (now Tilberg University).		
Noss, R.B. 1954. An Outline of Siamese Grammar. Ph. D. Dissertation. Yale University, New Haven.	Noss, Richard Brainard. 1954. {An Outline of Siamese Grammar}. Yale University, New Haven	Noss1954
Noss, R.B. 1964. Thai Reference Grammar. Foreign Service Institute, Washington, D.C.	Noss, Richard Brainard. 1964. {Thai Reference Grammar}. Washington, D.C.. Foreign Service Institute, Department of State, United States Government	Noss1964
Nugteren, Hans. 2011. Mongolic Phonology and the Qinghai-Gansu Languages. Doctoral dissertation, Leiden University. Published by LOT, Utrecht.	Nugteren, Hans. 2011. Mongolic Phonology and the Qinghai-Gansu Languages. Leiden University. 289. 563	117351
Ní Chasaide, Ailbhe. 1999. Irish. In Handbook of the International Phonetic Association. Cambridge University Press, Cambridge: 111-116.	N{\'\i} Chasaide, Ailbhe. 1995. Illustrations of the IPA: Irish. Cambridge University Press. 25. 34--39	gle_ni_chasaide1995
O'Grady, Geoffrey N. 1964. Nyangumata Grammar. (Oceania Monographs 9). University of Sydney, Sydney.	O'Grady, Geoffrey N.. 1963. Nyangumata grammar. Sydney. Univ. of Sydney. Indiana University. 9. 135	161564
Oates, L.F. 1964. Distribution of phonemes and syllables in Gugu-Yalanji. Anthropological Linguistics 6/1: 23-6.	Oates, Lynette Francis. 1964. {Distribution of Phonemes and Syllables in Gugu-Yalanji}. 6. 23--6	Oates1964
Oates, W. and Oates, L.F. 1964. Gugu-Yalanji and Wik-Munkan Language Studies (Occasional Papers in Aboriginal Studies 2). Australian Institute of Aboriginal Studies, Canberra.		
Oates, W., and L. Oates. 1968. Kapau Pedagogical Grammar (Pacific Linguistics, Series C, No. 10). Australian National University, Canberra.		
Obata, Kazuko. 2003. A Gramma of Bilua: A Papuan Language of the Solomon Islands (Pacific Linguistics 540). Research School of Pacific and Asian Studies, Australian National University, Canberra. --- - Kazuko.Obata@aiatsis.gov.au	Obata, Kazuko. 2003. {A Grammar of Bilua: A Papuan Language of the Solomon Islands}. Pacific Linguistics	blb_obata2003
Obolensky, S., Panah, K.Y., and Nouri, F.K. 1963. Persian Basic Course. Center for Applied Linguistics, Washington D.C.	Obolensky, Serge; Panah, Kambiz Yazdan; Nouri, Fereidoun Khaje. 1963. {Persian Basic Course}. Washington, D.C.. Center for Applied Linguistics	Obolensky_etal1963
Ochoa Peralta, Maria Ángela 1984. El Idioma Huasteco de Xiloxúchil, Veracruz. Instituto Nacional de Antropologia e Historia.	Ochoa Peralta, Mar\'ia Angela. 1984. {El idioma huasteco de Xiloxuchil, Veracruz}. M{\'{e}}xico. Instituto Nacional de Antropolog\'ia e Historia	Ochoa-Peralta1984
Odé, Cecelia. 2002a. A sketch of Mpur. In G. Reesink (ed.) Languages of the Eastern Bird's Head (Pacific Linguistics 524). Research School of Pacific and Asian Studies, Australian National University, Canberra. Available at https://openresearch-repository.anu.edu.au/bitstream/1885/146144/1/PL-524.pdf		
